id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21585603,Deluxe 3 bedrooms apartment,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Entire home/apt,1200,1,27,2022-05-29,0.45,46,0,5,
20684306,Rare Find 3 Bed 2 Bath Entire Flat,16841584,Alice,,Yau Tsim Mong,22.32165,114.15594,Entire home/apt,1100,28,70,2022-10-06,1.09,1,119,4,
21588050,"LUXURIOUS STUDIO WITH GARDEN VIEWS, HONG KONG",156409670,Tushita,,Southern,22.24692,114.22131,Private room,2200,30,0,,,94,364,0,
21605840,Mong Kok twin Big bed private bath near MTR,135868257,Mui Heung,,Yau Tsim Mong,22.32174,114.16859,Private room,229931,1,34,2019-07-01,0.55,2,140,0,
19988805,Sheung Wan Fully Furnsied room !!!,4584648,Ivy,,Central & Western,22.288,114.15018,Private room,180,30,0,,,383,364,0,
19993237,Sheung Wan Room in Flat Share (11c),67709885,Steven,,Central & Western,22.28526,114.15091,Private room,130,31,0,,,255,89,0,
19997094,"Budget Single Rm@ Tsim Sha Tsui, Super Convenient",56949831,Sam,,Yau Tsim Mong,22.29689,114.17101,Private room,306,2,127,2020-10-14,1.94,22,74,0,
20005843,"Designer Renovated 1BR, Prime Soho Location 1000MB",4595320,Anthony&Marius,,Central & Western,22.28185,114.15289,Entire home/apt,1500,7,51,2022-08-19,0.81,1,0,4,
20011998,⭐❤ 15% OFF-2BR COZY HOME MONG KOK MTR - 旺角地鐵兩房一廳❤⭐,128901758,Wil,,Yau Tsim Mong,22.32264,114.17079,Entire home/apt,1249,3,137,2022-12-18,2.09,6,231,3,
20690610,<Monthly$6800!> Twin/Double Room in Tsim Sha Tsui,9280086,Winnie (A),,Yau Tsim Mong,22.29659,114.17252,Private room,583,1,276,2021-11-14,4.27,11,318,0,
21608852,鬧市中的寧靜舒適  在露台喝著咖啡看眾生,24279975,Irene,,Yau Tsim Mong,22.31953,114.17241,Entire home/apt,650,28,8,2020-10-21,0.14,1,362,0,
20697795,Shek Tong Tsui Nice Studio,4584648,Ivy,,Central & Western,22.28757,114.13311,Private room,217,30,0,,,383,364,0,
21612444,New 1BRS Mong Kok MTR Fit 2ppl (Flat C),13527132,Vincent,,Yau Tsim Mong,22.32009,114.16834,Private room,500,5,2,2019-03-01,0.03,3,180,0,
20018835,單人房/ 黃碼可入住 /尖沙咀地鐵站 / 星光大道/ 小熊餅乾/太空館/,58862332,Kenny,,Yau Tsim Mong,22.29832,114.17344,Private room,328,1,12,2022-10-02,0.18,6,87,4,
20715664,Beach-side Holiday Camp Room 204,146408355,HK Victoria Resort,,Islands,22.24204,113.97607,Entire home/apt,714,1,26,2021-10-26,0.45,6,20,0,
20039472,K-Town MTR Brand New 1Bdr Apt,46902080,Mel,,Central & Western,22.28176,114.13067,Entire home/apt,900,2,40,2022-10-30,0.61,1,68,7,
20125812,Sheung Wan ROOM,4584648,Ivy,,Central & Western,22.28522,114.14984,Private room,180,30,0,,,383,364,0,
20129248,Wanchai market studio with 26/F city view rooftop,27887443,Toby,,Wan Chai,22.27685,114.17449,Entire home/apt,800,30,0,,,1,237,0,
20144952,"西貢小村位置。小休/長住都適合。靠近西貢市中心。休閒活動和娛樂合一。
Near Sai Kung.",143273353,Li,,Sai Kung,22.38128,114.26949,Entire home/apt,700,180,14,2019-02-10,0.22,1,0,0,
20145567,"Double Rm, mongkok 1min MTR, Speaks Eng/中文 202",123954370,Juliet,,Yau Tsim Mong,22.2969,114.17307,Private room,330,1,67,2019-09-13,1.04,9,0,0,
21614870,HQ1-1/2人大床房 尖沙咀商圈@温馨舒适@可入住1~2人房源 独立卫浴,122131447,Debe,,Yau Tsim Mong,22.29291,114.1796,Private room,404,1,10,2018-12-17,0.16,70,0,0,
21619355,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",110624826,Nam,,Islands,22.2263,113.92971,Entire home/apt,2600,1,49,2022-10-30,0.79,2,180,7,
21638961,Cozy Stylish room right beside nature- ladies only,157466714,Susanna,,Sha Tin,22.40227,114.21771,Private room,683,2,81,2022-11-10,1.30,1,90,8,
21649315,"YX1,1/2人大床房，数百家食店及数百家商店,莎莎、卓悦、屈臣氏、万宁、周生生、周大福、佐丹奴",122131447,Debe,,Yau Tsim Mong,22.32026,114.17144,Private room,355,1,7,2019-03-23,0.12,70,0,0,
20156129,Sheung Wan Nice room ~~~,4584648,Ivy,,Central & Western,22.28491,114.15323,Private room,180,30,0,,,383,365,0,
20716110,Beach-side Holiday Camp Room 205,146408355,HK Victoria Resort,,Islands,22.24265,113.97743,Private room,593,1,2,2018-06-18,0.04,6,20,0,
20159382,Wan Chai Room in Flat Share (MH2a),67709885,Steven,,Wan Chai,22.27934,114.17887,Private room,130,31,0,,,255,179,0,
20175734,Wan Chai room,4584648,Ivy,,Wan Chai,22.2792,114.18058,Private room,180,30,0,,,383,365,0,
21649907,Mercer Luxury Studio *3B,14861546,Tane Residence,,Central & Western,22.28455,114.15128,Entire home/apt,558,30,1,2022-08-30,0.26,114,365,1,
20716317,Beach-side Holiday Camp Room 203,146408355,HK Victoria Resort,,Islands,22.24242,113.97593,Private room,843,1,5,2019-10-05,0.08,6,0,0,
21650450,"XY2,两人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Yau Tsim Mong,22.32057,114.17139,Private room,408,1,3,2018-05-17,0.05,70,0,0,
21650794,"YX2,两人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Yau Tsim Mong,22.31874,114.16956,Private room,408,1,14,2019-02-01,0.24,70,0,0,
20716506,Beach-side Holiday Camp Room 206,146408355,HK Victoria Resort,,Islands,22.24041,113.9762,Private room,550,1,11,2021-08-18,0.18,6,20,0,
20717936,C Stylish cozy studio 1 min MTR 邻近西九高铁干净特色独立卫浴大床公寓,67157758,Larin,,Yau Tsim Mong,22.30682,114.16559,Entire home/apt,388,1,176,2022-12-06,2.73,7,307,9,
21651647,"YX3,三人双床房+旺角CBD核心区 商旅首选 地铁2分钟,安全,乾淨,舒適的住宿;免費上網wifi",122131447,Debe,,Kowloon City,22.31652,114.17541,Private room,465,1,3,2019-05-03,0.05,70,0,0,
21651802,"YX3,三人双床房+旺角市区中心+亚皆老街先达广场楼上+附近朗豪坊+女人街+电子街",122131447,Debe,,Kowloon City,22.31711,114.177,Private room,465,1,5,2018-11-25,0.08,70,0,0,
20184116,BIG STUDIO + ROOFTOP,8659457,Kay,,Central & Western,22.28455,114.1527,Entire home/apt,1033,5,87,2022-12-08,1.33,3,122,13,
20719035,"Wan Chai Garden View Studio, Hong Kong",138649185,Apac,,Wan Chai,22.27653,114.17622,Private room,1051,28,0,,,138,364,0,
20719961,"Wan Chai City View Studio, Hong Kong",138649185,Apac,,Wan Chai,22.27848,114.17825,Private room,1000,28,0,,,138,364,0,
21652047,"XY4,四人3床房+旺角地铁站1分钟+波鞋街+朗豪坊+女人街+电子街+美食街+购物",122131447,Debe,,Kowloon City,22.3156,114.17751,Private room,562,1,31,2019-08-11,0.51,70,0,0,
20720277,"Partial Harbour view, Chic studio in Wan Chai",138649185,Apac,,Wan Chai,22.27657,114.17825,Private room,1148,28,0,,,138,364,0,
22124182,0710 1 Bedroom Apartment in Tung Chung,76545056,Rita,,Islands,22.29192,113.95001,Entire home/apt,750,30,0,,,19,362,0,
20740895,Pui O Rooftop Room C,104487460,GArC,,Islands,22.24297,113.97949,Entire home/apt,1300,1,15,2022-04-18,0.24,2,362,3,
22125894,QUIET & CENTRAL APARTMENT (TAI PING SHAN ST),28485290,Bridget,,Central & Western,22.28527,114.14918,Entire home/apt,790,10,20,2022-12-02,0.34,1,54,1,
21652192,"YX4,四人三床房+地铁2分钟+波鞋街+附近朗豪坊+女人街+电子街+百老汇",122131447,Debe,,Kowloon City,22.31709,114.1756,Private room,580,1,12,2019-05-06,0.21,70,0,0,
21652351,"YX4,四人房+波鞋街+亚皆老街先达广场+附近朗豪坊+女人街+电子街+美食街",122131447,Debe,,Kowloon City,22.3169,114.1754,Private room,532,1,19,2022-07-01,0.32,70,0,1,
21666427,Lake House with stunning sea view in Sai Kung,876064,Jean-Pierre,,Sai Kung,22.39057,114.30652,Entire home/apt,3452,2,21,2022-10-04,0.38,1,12,9,
21668078,"HQ2-2人双床房海港城,中港城码头地铁口,SOGO,免税店,星光大道,尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29412,114.18015,Private room,404,1,20,2019-08-23,0.33,70,0,0,
20792481,<Monthly$7500!>Bright Family Room in Tsim Sha Tsui,9280086,Winnie (A),,Yau Tsim Mong,22.29818,114.17094,Private room,641,1,113,2020-01-15,1.75,11,217,0,
20792923,舒適經濟獨立衛浴single room單人房311,15174928,Becky,,Yau Tsim Mong,22.30681,114.17298,Private room,614,2,2,2019-09-14,0.03,3,364,0,
21668251,HQ2-2人双床房 尖沙咀商圈@温馨舒适@可入住1~2人房源独立卫浴,122131447,Debe,,Yau Tsim Mong,22.29513,114.17882,Private room,404,1,20,2019-02-18,0.32,70,0,0,
21669368,"HQ1-1/2人大床房海港城,中港城码头地铁口SOGO,免税店,星光大道尖沙咀繁华购物中心,独立卫浴",122131447,Debe,,Yau Tsim Mong,22.29321,114.1803,Private room,404,1,3,2018-02-11,0.05,70,0,0,
20807899,Causeway Bay Room in Flat Share (C12d),67709885,Steven,,Wan Chai,22.27998,114.18406,Private room,130,29,0,,,255,179,0,
21669948,"HQ3-3人亲子房,附近有海港城,码头,SOGO,免税店,星光大道,尖沙咀繁华购物中心,在地铁楼上",122131447,Debe,,Yau Tsim Mong,22.29283,114.17878,Private room,457,1,12,2018-10-05,0.20,70,0,0,
22131624,Mong Kok旺角西洋菜南街舒適2人房5102,161669067,Yuen King,,Yau Tsim Mong,22.31842,114.16923,Private room,420,1,104,2020-09-22,1.72,4,17,0,
22134553,（月租）地鐵站步行5分鐘有電梯窗戶衛浴獨立房間,80873942,Aline,,Sham Shui Po,22.33107,114.16513,Entire home/apt,599,190,47,2019-09-26,0.80,9,180,0,
22134606,靠近地鐵站有電梯窗戶獨立衛浴寬敞房間,161689538,Kerryn,,Sham Shui Po,22.33166,114.16266,Entire home/apt,229,100,5,2018-08-26,0.08,1,180,0,
22136198,"Magnificent Park View, Studio in CWB",138649185,Apac,,Wan Chai,22.28421,114.18705,Private room,600,28,0,,,138,364,0,
21671932,"Centrally located 1-Bed with Study, Hong Kong",138649185,Apac,,Central & Western,22.28033,114.15488,Entire home/apt,1320,30,0,,,138,365,0,
20820523,Mixed Dorm Bed#7/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27922,114.17978,Shared room,185,1,38,2022-12-17,0.60,45,365,9,
21684229,"HS2,2人双床房地铁1分钟+稻香、翠华餐厅、肥姐小食+SASA、卓悦+朗豪坊+女人街",122131447,Debe,,Yau Tsim Mong,22.31596,114.16841,Private room,481,1,1,2019-02-28,0.02,70,96,0,
22145001,旺角西洋菜南街舒適2人房5101,161669067,Yuen King,,Yau Tsim Mong,22.31873,114.17138,Private room,420,1,4,2019-03-25,0.07,4,17,0,
22145240,Mong Kok 西洋菜南街舒適3人房 5106,161669067,Yuen King,,Yau Tsim Mong,22.31871,114.16978,Entire home/apt,450,1,57,2022-04-05,0.98,4,17,3,
20822448,Mixed Dorm Bed#8/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27914,114.17973,Shared room,185,1,29,2022-10-16,0.46,45,357,1,
22180943,CWB Room available near Time Square (C1d),67709885,Steven,,Wan Chai,22.27638,114.18412,Private room,130,31,0,,,255,179,0,
21685410,Flat Share room in Prince Edward (PE1a),67709885,Steven,,Sham Shui Po,22.3276,114.1674,Private room,130,29,0,,,255,179,0,
20836534,Lantau Lodge,149491015,Michael,,Islands,22.22197,113.91603,Entire home/apt,1388,1,110,2022-09-25,1.73,1,328,13,
21701544,Newly renovated1202@ Explore like local,6067974,Wilson,,Eastern,22.28887,114.19367,Entire home/apt,1200,30,2,2022-11-28,0.06,53,353,1,
22183636,Mong Kok旺角西洋菜南街舒適2人房5105,161669067,Yuen King,,Yau Tsim Mong,22.31892,114.17121,Entire home/apt,420,1,62,2022-08-27,1.02,4,17,2,
20851379,南昌站 sweet home,59393296,Shun,,Sham Shui Po,22.33096,114.15001,Entire home/apt,600,7,2,2018-10-06,0.03,1,13,0,
21701646,Newly renovated - Large Studio Flat,6067974,Wilson,,Eastern,22.28865,114.19202,Entire home/apt,1000,28,3,2019-03-31,0.05,53,325,0,
21702594,New Studio Room 1min to TST MTR  (5.4),68260785,Jack,,Yau Tsim Mong,22.29948,114.17308,Entire home/apt,520,28,7,2020-06-30,0.12,12,159,0,
20855811,"Mid-level Studio with Terrace, Hong Kong",138649185,Apac,,Central & Western,22.28134,114.14272,Private room,1140,27,0,,,138,362,0,
22219957,Studio Room in TST (No.1F Kimberley Street) T6a.,67709885,Steven,,Yau Tsim Mong,22.30006,114.17598,Private room,180,29,0,,,255,179,0,
20876759,Newly renovated 7! Explore like local(Tin Hau MTR),6067974,Wilson,,Wan Chai,22.28398,114.19173,Entire home/apt,1400,28,2,2022-06-30,0.03,53,348,1,
22230848,"Entire,Bright flat w. Rooftop at Super location",162428539,Sunok,,Central & Western,22.28387,114.15437,Entire home/apt,810,28,61,2022-08-31,1.01,6,128,21,
21704206,Modern Private Bedroom in the heart of HK,50244762,Tiffany,,Yau Tsim Mong,22.31846,114.1696,Private room,488,2,3,2018-12-12,0.05,1,0,0,
21715934,27C Tung Chung 2 bedroom 1 bathroom apartment,76545056,Rita,,Islands,22.29537,113.94705,Entire home/apt,850,30,1,2018-03-02,0.02,19,362,0,
22253693,"Vintage Style Studio in CWB, Hong Kong",138649185,Apac,,Wan Chai,22.27901,114.18067,Private room,700,26,0,,,138,364,0,
22253841,"QUEENS ROAD STUDIO, SHEUNG WAN",138649185,Apac,,Central & Western,22.28601,114.15365,Private room,550,30,0,,,138,365,0,
20905519,<Monthly$7000!> Cosy Family Room in Tsim Sha Tsui,9280086,Winnie (A),,Yau Tsim Mong,22.2966,114.17128,Private room,641,1,101,2021-01-31,1.58,11,271,0,
22284202,Nice comfy entire apartment in Sheung Wan（全新装修）,60478364,Clover,,Central & Western,22.28345,114.15403,Private room,350,180,1,2018-09-02,0.02,1,0,0,
22297626,Duplex beach Town house for 6 guests.,162428539,Sunok,,Islands,22.29856,114.01328,Entire home/apt,4677,299,2,2018-10-22,0.04,6,41,0,
21734659,Executive apartment in a Luxury building,46205186,Pierre,,Central & Western,22.28552,114.14002,Entire home/apt,3000,6,2,2018-03-15,0.03,1,310,0,
21755091,21C Tanford Western style 2 bedroom apartment,76545056,Rita,,Islands,22.29141,113.9402,Entire home/apt,850,30,0,,,19,362,0,
21756250,Cozy 2 Bedroom Near Times Square,48553350,David,,Wan Chai,22.27802,114.18452,Entire home/apt,900,30,6,2018-07-17,0.10,3,0,0,
21761317,"Cozy Studio near Wan Chai MTR, Hong Kong",138649185,Apac,,Wan Chai,22.27639,114.17476,Private room,999,30,0,,,138,364,0,
20937457,"5)市中心膠囊旅館地鐵2分鐘
City center capsule hotel,2mins MTR",143366545,Ri,,Yau Tsim Mong,22.3127,114.16919,Shared room,358,1,0,,,9,365,0,
21781074,旅行中暂不接待,157731750,Beata,,Tsuen Wan,22.35112,114.06009,Private room,70151,180,76,2019-10-05,1.23,1,180,0,
21789242,文化故事出租民宿,158782176,娜,,Yuen Long,22.44655,114.01429,Entire home/apt,1520,1,0,,,1,180,0,
20937660,"8)市中心膠囊旅館地鐵2分鐘
City center Capsule hotel,MTR 2mins",143366545,Ri,,Yau Tsim Mong,22.31227,114.17095,Shared room,358,1,0,,,9,365,0,
22301401,香港長洲渡假屋 No.3 (近沙灘) Cheung Chau,160532277,Yuan Mi,,Islands,22.20996,114.02735,Entire home/apt,1686,1,79,2022-08-31,1.30,2,0,13,
21832911,"Flat Share Room in Mid-Level, Central",67709885,Steven,,Central & Western,22.28087,114.15094,Private room,130,31,0,,,255,179,0,
20937744,"7)市中心膠囊旅館地鐵2分鐘
City center Capsule hotel,MTR 2mins",143366545,Ri,,Yau Tsim Mong,22.31298,114.17124,Shared room,358,1,0,,,9,364,0,
22326498,"*Best Harbour view, huge apt for big group*",163226308,Angeline,,Wan Chai,22.28117,114.18283,Entire home/apt,988,28,32,2019-11-23,0.54,1,249,0,
20940124,"1-BR WITH PLUSH FURNISHINGS, CENTRAL HK",138649185,Apac,,Central & Western,22.28173,114.14097,Private room,2500,15,0,,,138,364,0,
21841803,A HOMELY PLACE IN A GREAT AREA OF H K!,7483132,Vanessa,,Central & Western,22.28756,114.14372,Private room,479,2,33,2019-11-17,0.54,1,0,0,
20942180,Live with my family,109304124,Dp,,Sai Kung,22.32456,114.25601,Private room,210,20,1,2019-09-02,0.02,2,362,0,
21858256,Cozy 2 Bedroom Apt in CWB- 1 min to Times Square,48553350,David,,Wan Chai,22.27896,114.18333,Entire home/apt,900,30,32,2020-10-10,0.52,3,0,0,
20942188,"Deluxe king size bed, 1.8m wide, 1 min to TST MTR",150575756,Henry,,Yau Tsim Mong,22.29663,114.17287,Private room,717,1,0,,,3,83,0,
22351953,Mongkok modern panoramic view studio near MTR.,28030204,Sisy,,Kowloon City,22.32089,114.17536,Entire home/apt,980,3,88,2022-12-17,1.45,1,230,16,
21884932,2-bedroom suite near Ho Man Tin MTR,56570136,The Grand Blossom,,Kowloon City,22.30764,114.18472,Private room,900,1,4,2022-07-17,0.07,46,0,1,
20942552,"Twin bed, Private room, 1 min to TST MTR station",150575756,Henry,,Yau Tsim Mong,22.29845,114.17103,Private room,717,1,1,2017-11-01,0.02,3,83,0,
21887082,Peaceful nest in Hong Kong,4424311,Karine,,Islands,22.2288,114.10547,Entire home/apt,1079,1,211,2022-12-02,3.44,1,80,32,
22359870,REMARKABLE Modern CHERRY Room,15586744,Sven,,Sai Kung,22.3027,114.25135,Private room,500,28,7,2022-03-01,0.12,15,364,1,
22378636,"1 min MTR, budget comfort room(S)",31947768,Nuts,,Yau Tsim Mong,22.3039,114.17009,Private room,411,7,28,2021-02-24,0.46,25,81,0,
20964394,"MESMERIZING VIEWS, 1-BR IN MID-LEVELS-CENTRAL",138649185,Apac,,Central & Western,22.28217,114.1409,Entire home/apt,2230,30,0,,,138,364,0,
21950964,Hong Kong TsimShaTsui 2000 ft flat Olympic station,42285789,German,,Yau Tsim Mong,22.31458,114.16309,Entire home/apt,2000,30,1,2018-02-05,0.02,1,362,0,
22382584,Sham shui po room available (sp2a),4584648,Ivy,,Sham Shui Po,22.33064,114.16254,Private room,180,30,0,,,383,179,0,
20971638,Home sweet home in olympic. 5 star Apartment.,28481216,Steve,,Sham Shui Po,22.3238,114.15772,Entire home/apt,1500,31,2,2018-01-27,0.03,1,365,0,
22390074,"8D, Seaview Apartment",162428539,Sunok,,Islands,22.3066,114.00926,Entire home/apt,1395,28,3,2022-11-06,0.80,6,141,3,
21952880,A modern new apartment with 2 bedrooms in Mongkok,145631281,Serena,,Yau Tsim Mong,22.31962,114.17224,Entire home/apt,1786,1,0,,,1,0,0,
20983655,2BR family home near Disney and Airport,151022606,Soul,,Islands,22.3029,114.01157,Entire home/apt,1786,5,218,2022-11-03,3.46,1,108,9,
21954200,Amazing Studio with private rooftop,46596913,Alex,,Central & Western,22.28405,114.14835,Entire home/apt,2800,3,36,2019-02-12,0.59,1,175,0,
21961333,MTR cozy apartment for 5-10pax,160324909,Michelle,,Yau Tsim Mong,22.31646,114.16906,Entire home/apt,8171,30,12,2019-01-23,0.19,2,365,0,
22393593,Yau Ma Tei Room in Flat Share (Y12d),67709885,Steven,,Yau Tsim Mong,22.30928,114.17225,Private room,130,31,0,,,255,171,0,
20990397,Comfty Studio Room 1 min to TST MTR (5.1),68260785,Jack,,Yau Tsim Mong,22.29948,114.17308,Entire home/apt,498,28,9,2022-10-12,0.15,12,103,2,
22412512,Deluxe Studio Unit with  private Terrace /Central,162428539,Sunok,,Central & Western,22.28488,114.14896,Entire home/apt,1473,28,20,2022-11-22,0.40,6,365,12,
21984354,Beach-side Holiday Camp Room 303,146408355,HK Victoria Resort,,Islands,22.24072,113.97625,Private room,771,1,24,2022-02-04,0.39,6,0,1,
20990889,Studio Room@ 1min to TST MTR (5.2),68260785,Jack,,Yau Tsim Mong,22.29948,114.17308,Entire home/apt,640,28,10,2020-08-23,0.16,12,36,0,
21985188,"Near Airport, The big Buddha, Disney, Tai O, Beach",110624826,Nam,,Islands,22.22579,113.92866,Entire home/apt,2571,1,64,2022-09-18,1.04,2,176,9,
21985442,No.149 香港長洲渡假屋 近碼頭 Cheung Chau,160532277,Yuan Mi,,Islands,22.21006,114.02984,Private room,1686,1,34,2021-06-27,0.56,2,30,0,
22415598,到港隔离/居家隔离     旺角地铁站 小清新双床房 独立洗手间 WIFI 电视 空调,116364906,Kiki,,Yau Tsim Mong,22.31655,114.16864,Private room,676,1,15,2019-06-19,0.25,23,89,0,
20991624,Bright Studio Room 1 min to TST MTR  (5.3),68260785,Jack,,Yau Tsim Mong,22.29948,114.17308,Entire home/apt,670,30,9,2020-09-07,0.14,12,151,0,
22424189,居家隔离&1分钟尖沙咀地铁口 干净舒适大床房 獨立衛浴  免費WIFI 空调 电视1,116364906,Kiki,,Yau Tsim Mong,22.29753,114.17181,Private room,523,1,11,2019-04-23,0.18,23,90,0,
21986744,【純白】限女性*﹐獅子山遠景，10分鐘城大浸大，下樓即達地鐵商場﹐15分鐘到達旺角尖沙嘴，可長租,103784016,WaH,,Kwun Tong,22.32265,114.21325,Shared room,148,88,121,2020-01-19,1.97,2,59,0,
21003945,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 3,149898905,Lok Ling,,Wan Chai,22.27673,114.18464,Private room,337,7,185,2022-02-06,2.91,7,0,1,
21988668,Studio in the heart of Sheung Wan- Possession st.,138649185,Apac,,Central & Western,22.28592,114.14741,Entire home/apt,900,60,0,,,138,364,0,
22427314,Cozy room in a flat share in Price Edward(pe3d),4584648,Ivy,,Yau Tsim Mong,22.32539,114.16837,Private room,130,30,0,,,383,180,0,
21022705,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 4,149898905,Lok Ling,,Wan Chai,22.27661,114.1844,Private room,337,1,242,2021-12-20,3.80,7,0,0,
21022859,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 6,149898905,Lok Ling,,Wan Chai,22.27707,114.18297,Private room,337,7,161,2021-09-19,2.53,7,0,0,
22427572,Nice room in Flat share in Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.30937,114.17253,Private room,180,30,0,,,383,365,0,
22020552,180° Seaview 60sqm 2-BR apt. 2 mins walk to Metro,7787018,Franzen,,Sai Kung,22.30608,114.25853,Entire home/apt,1350,30,9,2022-09-21,0.20,1,142,3,
22022438,!5 min frm MTR!Cozy 2 BDR @ the heart of KLN - TST,160817455,Andy,,Yau Tsim Mong,22.29734,114.17305,Entire home/apt,9441,5,31,2020-01-29,0.51,1,365,0,
22038386,"Urban and Central Studios, Hong Kong",138649185,Apac,,Wan Chai,22.27977,114.18904,Private room,500,28,1,2018-01-20,0.02,138,364,0,
22429926,到港隔离/居家隔离&尖沙咀地鐵口+星光大道+維多利亞+海港城+中港城 有窗雙床房 獨立衛浴,116364906,Kiki,,Yau Tsim Mong,22.29946,114.17188,Private room,688,1,67,2022-08-26,1.11,23,90,1,
21030157,Female Dorm Bed#5/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27824,114.17698,Shared room,185,1,18,2020-02-29,0.30,45,365,0,
22051603,【180度觀賞日出】只限男性，獅子山城市夜景﹐1分鐘到地鐵商場﹐10分到城大浸大，15分到旺角尖沙嘴,103784016,WaH,,Kwun Tong,22.32218,114.21308,Private room,248,88,77,2019-12-22,1.26,2,365,0,
21031104,銅鑼灣地鐵港風持牌旅舍Causeway bay MTR licenced  guesthouse 7,149898905,Lok Ling,,Wan Chai,22.2768,114.18513,Private room,310,1,159,2020-09-11,2.50,7,0,0,
22070503,"COMFORT STUDIOS IN CWB, HK",138649185,Apac,,Wan Chai,22.2809,114.17183,Private room,580,30,0,,,138,364,0,
22088298,"New apartment in great, central location",118511601,Neil,,Wan Chai,22.27548,114.17103,Entire home/apt,1431,7,11,2019-11-19,0.18,1,30,0,
22101558,26E Tanford 2 bedroom with 1 bathroom apartment,76545056,Rita,,Islands,22.29331,113.94169,Entire home/apt,850,30,1,2018-06-30,0.02,19,358,0,
22455591,"Bunk in Modern, Safe Hostel - 黃金地段/ 鄰近尖沙咀地鐵站",45970651,Atlas Hostel & Backpackers,,Yau Tsim Mong,22.29859,114.17354,Hotel room,312,1,69,2022-08-13,1.15,23,365,1,
22475991,Urban Pack - 6 bed mixed dorm,4812035,Urban Pack,,Yau Tsim Mong,22.29816,114.17187,Shared room,180,30,23,2018-12-07,0.38,6,365,0,
21050542,Room available in Flat Share sheung wan(SW11d),67709885,Steven,,Central & Western,22.28569,114.15108,Private room,130,31,0,,,255,179,0,
22477638,如果你們也是高數質有要求的，本舍必定是你們最好的選擇，因為本舍是居上不居下，零投訴零負面的好選擇！,116211186,Polly,,Sai Kung,22.30464,114.2524,Private room,483,1,10,2019-08-24,0.17,2,356,0,
21050951,"Luxury Living in Causeway Bay, Hong Kong",138649185,Apac,,Wan Chai,22.2799,114.18959,Entire home/apt,1600,30,0,,,138,365,0,
22109791,Bonham Strand West Luxury Studio *7B,14861546,Tane Residence,,Central & Western,22.28772,114.14912,Entire home/apt,504,30,1,2020-03-15,0.03,114,341,0,
21051831,Stylish living with terrace in Causeway Bay,138649185,Apac,,Wan Chai,22.2801,114.19136,Entire home/apt,2265,27,0,,,138,364,0,
22109994,Bonham Strand West Luxury Studio *7C,14861546,Tane Residence,,Central & Western,22.2877,114.14946,Entire home/apt,531,30,1,2022-04-22,0.12,114,364,1,
22113225,PENG CHAU - A hidden paradise on the island,143674380,Jhenn,,Islands,22.28637,114.03963,Private room,485,2,112,2022-10-30,1.83,1,80,21,
22124056,1007 Tung Chung 2 Bedrooms apartment,76545056,Rita,,Islands,22.29476,113.94943,Entire home/apt,850,30,0,,,19,362,0,
22486999,"1 min MTR, natural and quiet(S)",31947768,Nuts,,Yau Tsim Mong,22.30628,114.17054,Private room,519,2,34,2021-11-10,0.56,25,90,0,
22500021,Sales Sales North Point Room in Flat Share (N1a),67709885,Steven,,Eastern,22.28838,114.20136,Private room,130,29,0,,,255,364,0,
21069081,Designer apartment with a leafy green outlook,151828640,Annemay,,Islands,22.30178,114.0111,Entire home/apt,950,3,2,2022-11-20,0.03,1,10,1,
22514422,Colife! Perfect flat share for students,127670009,Jason,,Yau Tsim Mong,22.3227,114.16777,Shared room,300,60,0,,,4,87,0,
22555910,Sharing flat room in Causeway Bay(c10e),4584648,Ivy,,Wan Chai,22.27766,114.18282,Private room,180,30,0,,,383,180,0,
21087109,Causeway Bay Room in Flat Share (10d),67709885,Steven,,Wan Chai,22.27789,114.18463,Private room,130,31,0,,,255,179,0,
21089903,New★Family room(3ppl)Next to Tsim Sha Tsui station,152032844,WinGwinG,,Yau Tsim Mong,22.29729,114.17268,Private room,57550,1,37,2019-10-04,0.58,7,156,0,
22557402,旺角MTR在楼下豪华星级三房一厅三卫酒店公寓住5-10人,160324909,Michelle,,Yau Tsim Mong,22.31294,114.17097,Entire home/apt,1482,100,6,2019-01-11,0.10,2,365,0,
23333512,"2 bedroom flat in Sheung Wan, walkable to central",28728507,Leona,,Central & Western,22.28233,114.15317,Private room,791,1,5,2019-04-17,0.09,1,363,0,
